regdate,first_name,last_name,email_address,homephone,street,city,state,zipcode
1/21/09 22:55,Nell,Houghton,vjm2865@jumpstartlab.com,4029904000,16800 Point Lookout Rd.,St. Mary's City,MD,20686
1/21/09 22:56,Robert,Wein,yahrison@jumpstartlab.com,5555555000,16800 Point lookout rd,st marys city,MD,20686
1/21/09 22:58,Ashley,Lopez,vermideo@jumpstartlab.com,5555555000,16800 Point lookout rd,st marys city,MD,20686
1/21/09 23:00,John,Jahne,qyieff@jumpstartlab.com,5555555000,16800 Point lookout rd,st marys city,MD,20686
1/21/09 23:00,Hannah,Moskowitz,rbolley@jumpstartlab.com,4029904000,16800 Point Lookout Rd.,yhfh,MD,20686
1/21/09 23:01,Tony,Reay,uxffret@jumpstartlab.com,5555555000,16800 Point lookout rd,st marys city,MD,20686
1/21/09 23:40,Eliza,Baker,ykvinga@jumpstartlab.com,9086982000,MS 2361 Loyola College 4501 North Charles St,Baltimore,MD,21210
1/21/09 23:42,Natalie,Fowler,netite_nombre@jumpstartlab.com,9086982000,MS 2361 4501 N Charles St,Baltimore,MD,21210
1/21/09 23:44,William,Davies,rxowden3@jumpstartlab.com,9086982000,MS 2361 4501 N. Charles St,Baltimore,MD,21210
1/21/09 23:46,Sarah,Null,rcverburg@jumpstartlab.com,9086982000,MS 2361 4501 N. Charles St,Baltimore,MD,21210
1/21/09 23:47,Jennifer,Donnelly,qxaschreck@jumpstartlab.com,9086982000,2361 4501 N. Charles St,Baltimore,MD,21210
1/21/09 23:49,Shelby,Sullivan,bereenberg@jumpstartlab.com,6312912000,MS 2361 4501 N Charles St,Baltimore,MD,21210
1/21/09 23:51,Courtney,Evans,agatsfunny1688@jumpstartlab.com,4103702000,MS 3356 Loyola College 4501 N Charles St,Baltimore,MD,21210
1/21/09 23:53,Wendy,Hunter,elgerow@jumpstartlab.com,9087525000,MS 2361 4501 N Charles St,Baltimore,MD,21210
1/21/09 23:55,Lance,Ter Kuile,yboaks@jumpstartlab.com,6318735000,124,Baltimore,MD,21210
1/21/09 23:57,Chris,Whitney,bcisher@jumpstartlab.com,4103702000,456,Baltimore,MD,21210
1/22/09 13:22,Null,McCusker,papokuag@jumpstartlab.com,5082748000,"1519 East Falkland Ln, Apt 154",Silver Spring,MD,20910
1/24/09 19:54,Minrose,Richards,klsheac@jumpstartlab.com,6179353000,"5215 Centreville Hall, University of Maryland",College Park,MD,20742
1/26/09 20:47,Diana,Kolodin,mqrosent@jumpstartlab.com,3017872000,4226A Guilford Dr,College Park,MD,20817
1/26/09 22:24,Kevin,Balinsky-Baker,xlarab1@jumpstartlab.com,9145844000,7600 Flower Ave.,Takoma Park,MD,20912
1/26/09 22:27,Richard,Herman,xb@jumpstartlab.com,7322997000,1001 Kennebec Ave.,Takoma Park,MD,20912
1/26/09 22:36,Michael,Embick,sdfonteyne@jumpstartlab.com,9136871000,7600 Flower Ave.,"Takoma Park,",MD,20912
1/26/09 22:43,X,Litzenberg,bfoseen@jumpstartlab.com,2403508000,15144 Red Cedar Dr.,Burtonsville,MD,20866
1/26/09 23:11,Melissa,Stachowski,dnhimjolly@jumpstartlab.com,3015189000,15144 Red Cedar Dr.,Burtonsville,MD,20866
1/26/09 23:23,Dani,Becker,uxch.hastings@jumpstartlab.com,2403869000,7600 Flower Ave.,Takoma Park,MD,20912
1/26/09 23:27,Milton,Lister,dqingold@jumpstartlab.com,3018914000,7600 Flower Ave.,Takoma Park,MD,20912
1/27/09 21:47,Laura,Voutour,tuyrotenberg@jumpstartlab.com,3014740000,2 P Plateau Pl,Greenbelt,MD,20770
1/28/09 8:58,Jessica,Svoboda,vxitkens724@jumpstartlab.com,8608106000,4501 N Charles St. MS 2700,Baltimore,MD,21210
1/28/09 11:24,Jesse,Doe,gsaddario@jumpstartlab.com,7174482000,1304 Peaceful Lane,Silver Spring,MD,20904
1/28/09 21:54,Sheila,Slote,gdristina.holland@jumpstartlab.com,3019741000,8252 Sandy Stream Road,Laurel,MD,20723
1/29/09 10:13,Daniel,Doe,iicmseac@jumpstartlab.com,3013184000,7951 15th Ave #201,Hyattsville,MD,20783
1/29/09 11:58,Katie,Hopkins,gbnichol@jumpstartlab.com,4105928000,11819 Stoney Batter Road,Kingsville,MD,21087
1/29/09 15:12,Laney,Letcheva,pdisb_nuggs@jumpstartlab.com,8459887000,1401 potomac ave,Hagerstown,MD,21742
1/29/09 19:54,Carl,See,fuoungma@jumpstartlab.com,6785710000,247-09D Leonardtown,College Park,MD,20740
1/29/09 20:46,Matthew,Borick,gclue-hitchens11@jumpstartlab.com,3013469000,247-09-C New Leonardtown,College Park,MD,20742
1/30/09 10:41,Alexis,Kauffman,ctnteyj@jumpstartlab.com,6173650000,3339 N. Charles St.,Baltimore,MD,21218
1/30/09 10:53,Whitney,San Roman,fgoore@jumpstartlab.com,6173650000,2 w. University Pkwy,Baltimore,MD,21218
1/30/09 10:57,Eleanor,Tran,tiperchick447@jumpstartlab.com,6173650000,6010 California Cir 114,Rockville,MD,20852
1/30/09 11:01,Ben,Sibelman,kntsosj@jumpstartlab.com,6173650000,712 Montpelier,Baltimore,MD,21218
1/30/09 11:04,Isabelle,Thatcher,dybosem@jumpstartlab.com,6173650000,3339 N. Charles,Baltimore,MD,21218
1/30/09 11:07,Liana,Gent,eggordon@jumpstartlab.com,6173650000,3900 Halstead,Baltimore,MD,21218
1/30/09 11:10,Jessica,Bissessar,kkazirak@jumpstartlab.com,6173650000,110 W. 39th,Baltimore,MD,21210
1/30/09 11:13,Jake,Matthews,feaversnob@jumpstartlab.com,6173650000,3501 st. paul,Baltimore,MD,21218
1/30/09 11:15,Stephen,Xx,tull31@jumpstartlab.com,6173650000,3339 n charles,Baltimore,MD,21218
1/30/09 11:18,Laura,Boyle,vvaterma@jumpstartlab.com,6173650000,110 w 39th,Baltimore,MD,21210
1/30/09 11:21,John,Westwood,ngelacolwell@jumpstartlab.com,6173650000,3301 n charles st.,Baltimore,MD,21218
1/30/09 11:23,Laura,Webster,ows_braun@jumpstartlab.com,6173650000,3003 n charles st,Baltimore,MD,21218
1/30/09 11:26,Cassidy,Smith,vxurengill@jumpstartlab.com,6173650000,3003 n charles st,Baltimore,MD,21218
1/30/09 12:16,Sherry,Khouang,ceanzet@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:19,Keonna,Caldwell,lwlarali@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:21,Meghan,Student,txancourt@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:23,Catherine,Dutton,xfnnie.woldorf@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:27,Philip,Sangha,nmnes4re@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:29,Neha,D'addario,wyusecc@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:30,Russell,Kurs,rnloe.sackett@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:40,Aditi,Rizzo,odenajean@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:43,Meredith,Zahorian,ypebee3000@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 12:45,Heather,Thompson,rdm327@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:16,Null,Howard,uqlitzen@jumpstartlab.com,5089549000,"247-10 Leonardtown, University of Maryland",College Park,MD,20742
1/30/09 14:28,Jessica,Sanders,uvsorens@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:30,Melanie,Phillips,hdaggio@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:31,Alicia,Smedick,saoy3333@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:33,Caroline,Mershon,ny@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:37,Michael,Sprinzen,jyica.borgeswallace@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:38,Sandddd,Hoffbeck,nrllinsj4@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:39,Holly,Derwin,tcephanie.j.gardner@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:41,Diana,Downing,sdhaw1@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:43,Sarah,Waldman,cychelleighguillory@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:44,Mary,Bell,cfeckerp@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:46,Bridget,Hawes,lsmery@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:47,Philip,Cruickshank,plerris@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:48,Robert,Kohnstamm,ruood1988@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:49,Jason,Law,agle_Rosenblad@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:51,Eric,Owens,moilema1@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:52,Jillian,Dennis,urchnibe@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:54,Christie,Pedicone,ixhndoe3@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:55,Marcellus,Lane,nuttydus@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:56,Valencia,Miller,dpaaaaaaaaa@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 14:58,Elizabeth,Parry,acombard@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:00,Juliet,Gill,tqnniferkrill@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:01,Catherine,Howell-Dinger,arnneryis007@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:02,Andrea,Marchessault,ord9@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:04,Jane,Mendez,natowel@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:06,J,Ray-Mazumder,tmclaibo@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:09,Lea,Finkel,reanelle.dugan@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:10,Whitney,Lynch,ahccernsv@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:11,Michael,Moynahan,hkianhalprin@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:13,James,Webster,vouljosephpark@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:15,Catherine,Carodenuto,rcura.lipinski@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:17,Francesca,Heinichen,lynfranklin@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:18,Elise,Shapiro,aesout08@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:20,Andreah,Van Eck,qxcthruhiker17@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:21,Marci,Wright,rbrie.stratton@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:23,Mary,Skaggs,ijlldurrett@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:25,Lorenzo,Coleman,jjaslett@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:28,Andrew,Colehor,gjlupkin@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:29,Beth,Laird,umt24@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:31,Arielle,Dooley-Feldman,kkccrory@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:33,Katherine,Maloney,rcng2106@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:34,Rebecca,Uzuki,gkpagecolby@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:36,Georgia,Brown,pikeAli27@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:38,Euric,Griffin,rcll32@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:40,Natalie,Jones,korkson.allegra@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 15:41,Stacy,Reese,yohley.leclare@jumpstartlab.com,3016131000,x,x,MD,21216
1/30/09 17:50,Charles,Bolton,tfedina4@jumpstartlab.com,8143973000,1010 S. Kenwood Ave.,Baltimore,MD,21224
1/31/09 6:44,Tarini,Atcheson,xkracken@jumpstartlab.com,4109920000,8945 Footed Ridge,Columbia,MD,21045
1/31/09 12:02,Jamie,Marden,assse.d.jenkins@jumpstartlab.com,4432579000,"4230 Knox Road, Apt. 1530",College Park,MD,20742
1/31/09 12:57,Lillian,Repka,nywaibi@jumpstartlab.com,2404260000,3109 Cambridge,College Park,MD,20742
1/31/09 14:19,Natalie,Weinstein,xuwilburn11@jumpstartlab.com,2404010000,"247-9 Leonardtown Hall, University of Maryland",College Park,MD,20742
1/31/09 14:22,Nicholas,Cooper,yyvidpcorrado@jumpstartlab.com,9788444000,8000 Boteler Lane,College Park,MD,20740
1/31/09 14:52,Shannon,Stewart,liarry@jumpstartlab.com,4102276000,1000 Hilltop Circle,Baltimore,MD,21250
